"Accession_ID","Season","Block","Rep","DSR","Accession","Origin","Species"
"34",2,1,4,9,"PI 633166","Nepal","rapa"
"34",2,2,4,6,"PI 633166","Nepal","rapa"
"34",2,3,4,6,"PI 633166","Nepal","rapa"
"34",2,1,5,10,"PI 633166","Nepal","rapa"
"34",2,2,5,7,"PI 633166","Nepal","rapa"
"34",2,3,5,9,"PI 633166","Nepal","rapa"
"35",1,1,1,8,"PI 234600","Australia","rapa"
"35",1,2,1,10,"PI 234600","Australia","rapa"
"35",1,3,1,5,"PI 234600","Australia","rapa"
"35",1,1,2,10,"PI 234600","Australia","rapa"
"35",1,2,2,10,"PI 234600","Australia","rapa"
"35",1,3,2,9,"PI 234600","Australia","rapa"
"35",2,1,3,3,"PI 234600","Australia","rapa"
"35",2,2,3,3,"PI 234600","Australia","rapa"
"35",2,3,3,2,"PI 234600","Australia","rapa"
"35",2,1,4,6,"PI 234600","Australia","rapa"
"35",2,2,4,6,"PI 234600","Australia","rapa"
"35",2,3,4,4,"PI 234600","Australia","rapa"
"35",2,1,5,8,"PI 234600","Australia","rapa"
"35",2,2,5,7,"PI 234600","Australia","rapa"
"35",2,3,5,6,"PI 234600","Australia","rapa"
"36",1,1,1,9,"PI 279857","Japan","rapa"
"36",1,2,1,10,"PI 279857","Japan","rapa"
"36",1,3,1,8,"PI 279857","Japan","rapa"
"36",1,1,2,10,"PI 279857","Japan","rapa"
"36",1,2,2,10,"PI 279857","Japan","rapa"
"36",1,3,2,10,"PI 279857","Japan","rapa"
"36",2,1,3,3,"PI 279857","Japan","rapa"
"36",2,2,3,2,"PI 279857","Japan","rapa"
"36",2,3,3,1,"PI 279857","Japan","rapa"
"36",2,1,4,6,"PI 279857","Japan","rapa"
"36",2,2,4,4,"PI 279857","Japan","rapa"
"36",2,3,4,2,"PI 279857","Japan","rapa"
"36",2,1,5,8,"PI 279857","Japan","rapa"
"36",2,2,5,8,"PI 279857","Japan","rapa"
"36",2,3,5,4,"PI 279857","Japan","rapa"
"37",1,1,1,5,"PI 418959","China","rapa"
"37",1,2,1,9,"PI 418959","China","rapa"
"37",1,3,1,5,"PI 418959","China","rapa"
"37",1,1,2,9,"PI 418959","China","rapa"
"37",1,2,2,10,"PI 418959","China","rapa"
"37",1,3,2,8,"PI 418959","China","rapa"
"37",2,1,3,4,"PI 418959","China","rapa"
"37",2,2,3,3,"PI 418959","China","rapa"
"37",2,3,3,3,"PI 418959","China","rapa"
"37",2,1,4,5,"PI 418959","China","rapa"
"37",2,2,4,6,"PI 418959","China","rapa"
"37",2,3,4,6,"PI 418959","China","rapa"
"37",2,1,5,8,"PI 418959","China","rapa"
"37",2,2,5,9,"PI 418959","China","rapa"
"37",2,3,5,9,"PI 418959","China","rapa"
"38",1,1,1,10,"PI 418958","China","rapa"
"38",1,2,1,8,"PI 418958","China","rapa"
"38",1,3,1,7,"PI 418958","China","rapa"
"38",1,1,2,10,"PI 418958","China","rapa"
"38",1,2,2,10,"PI 418958","China","rapa"
"38",1,3,2,10,"PI 418958","China","rapa"
"38",2,1,3,3,"PI 418958","China","rapa"
"38",2,2,3,3,"PI 418958","China","rapa"
"38",2,3,3,2,"PI 418958","China","rapa"
"38",2,1,4,5,"PI 418958","China","rapa"
"38",2,2,4,6,"PI 418958","China","rapa"
"38",2,3,4,5,"PI 418958","China","rapa"
"38",2,1,5,7,"PI 418958","China","rapa"
"38",2,2,5,7,"PI 418958","China","rapa"
"38",2,3,5,6,"PI 418958","China","rapa"
"39",1,1,1,10,"PI 418957","China","rapa"
"39",1,2,1,10,"PI 418957","China","rapa"
"39",1,3,1,8,"PI 418957","China","rapa"
"39",1,1,2,10,"PI 418957","China","rapa"
"39",1,2,2,10,"PI 418957","China","rapa"
"39",1,3,2,10,"PI 418957","China","rapa"
"39",2,1,3,2,"PI 418957","China","rapa"
"39",2,2,3,4,"PI 418957","China","rapa"
"39",2,3,3,3,"PI 418957","China","rapa"
"39",2,1,4,4,"PI 418957","China","rapa"
"39",2,2,4,6,"PI 418957","China","rapa"
"39",2,3,4,6,"PI 418957","China","rapa"
"39",2,1,5,7,"PI 418957","China","rapa"
"39",2,2,5,7,"PI 418957","China","rapa"
"39",2,3,5,10,"PI 418957","China","rapa"
"40",1,1,1,5,"PI 419074","China","rapa"
"40",1,2,1,10,"PI 419074","China","rapa"
"40",1,3,1,5,"PI 419074","China","rapa"
"40",1,1,2,10,"PI 419074","China","rapa"
"40",1,2,2,10,"PI 419074","China","rapa"
"40",1,3,2,10,"PI 419074","China","rapa"
"40",2,1,3,2,"PI 419074","China","rapa"
"40",2,2,3,2,"PI 419074","China","rapa"
"40",2,3,3,4,"PI 419074","China","rapa"
"40",2,1,4,6,"PI 419074","China","rapa"
"40",2,2,4,5,"PI 419074","China","rapa"
"40",2,3,4,4,"PI 419074","China","rapa"
"40",2,1,5,10,"PI 419074","China","rapa"
"40",2,2,5,6,"PI 419074","China","rapa"
"40",2,3,5,8,"PI 419074","China","rapa"
"41",1,1,1,9,"PI 419069","China","rapa"
"41",1,2,1,7,"PI 419069","China","rapa"
"41",1,3,1,10,"PI 419069","China","rapa"
"41",1,1,2,10,"PI 419069","China","rapa"
"41",1,2,2,8,"PI 419069","China","rapa"
"41",1,3,2,10,"PI 419069","China","rapa"
"41",2,1,3,2,"PI 419069","China","rapa"
"41",2,2,3,3,"PI 419069","China","rapa"
"41",2,3,3,4,"PI 419069","China","rapa"
"41",2,1,4,5,"PI 419069","China","rapa"
"41",2,2,4,4,"PI 419069","China","rapa"
"41",2,3,4,5,"PI 419069","China","rapa"
"41",2,1,5,9,"PI 419069","China","rapa"
"41",2,2,5,6,"PI 419069","China","rapa"
"41",2,3,5,6,"PI 419069","China","rapa"
"42",1,1,1,3,"PI 419028","China","rapa"
"42",1,2,1,9,"PI 419028","China","rapa"
"42",1,3,1,7,"PI 419028","China","rapa"
"42",1,1,2,10,"PI 419028","China","rapa"
"42",1,2,2,10,"PI 419028","China","rapa"
"42",1,3,2,10,"PI 419028","China","rapa"
"42",2,1,3,3,"PI 419028","China","rapa"
"42",2,2,3,3,"PI 419028","China","rapa"
"42",2,3,3,2,"PI 419028","China","rapa"
"42",2,1,4,5,"PI 419028","China","rapa"
"42",2,2,4,6,"PI 419028","China","rapa"
"42",2,3,4,5,"PI 419028","China","rapa"
"42",2,1,5,6,"PI 419028","China","rapa"
"42",2,2,5,9,"PI 419028","China","rapa"
"42",2,3,5,8,"PI 419028","China","rapa"
"43",1,1,1,5,"PI 419027","China","rapa"
"43",1,2,1,7,"PI 419027","China","rapa"
"43",1,3,1,5,"PI 419027","China","rapa"
"43",1,1,2,10,"PI 419027","China","rapa"
"43",1,2,2,10,"PI 419027","China","rapa"
"43",1,3,2,6,"PI 419027","China","rapa"
"43",2,1,3,2,"PI 419027","China","rapa"
"43",2,2,3,3,"PI 419027","China","rapa"
"43",2,3,3,4,"PI 419027","China","rapa"
"43",2,1,4,3,"PI 419027","China","rapa"
"43",2,2,4,5,"PI 419027","China","rapa"
"43",2,3,4,5,"PI 419027","China","rapa"
"43",2,1,5,9,"PI 419027","China","rapa"
"43",2,2,5,8,"PI 419027","China","rapa"
"43",2,3,5,10,"PI 419027","China","rapa"
"44",1,1,1,7,"PI 418987","China","rapa"
"44",1,2,1,10,"PI 418987","China","rapa"
"44",1,3,1,5,"PI 418987","China","rapa"
"44",1,1,2,10,"PI 418987","China","rapa"
"44",1,2,2,10,"PI 418987","China","rapa"
"44",1,3,2,6,"PI 418987","China","rapa"
"44",2,1,3,3,"PI 418987","China","rapa"
"44",2,2,3,3,"PI 418987","China","rapa"
"44",2,3,3,3,"PI 418987","China","rapa"
"44",2,1,4,5,"PI 418987","China","rapa"
"44",2,2,4,5,"PI 418987","China","rapa"
"44",2,3,4,6,"PI 418987","China","rapa"
"44",2,1,5,7,"PI 418987","China","rapa"
"44",2,2,5,7,"PI 418987","China","rapa"
"44",2,3,5,10,"PI 418987","China","rapa"
"45",1,1,1,10,"PI 508429","South Korea","rapa"
"45",1,2,1,7,"PI 508429","South Korea","rapa"
"45",1,3,1,7,"PI 508429","South Korea","rapa"
"45",1,1,2,10,"PI 508429","South Korea","rapa"
"45",1,2,2,9,"PI 508429","South Korea","rapa"
"45",1,3,2,NA,"PI 508429","South Korea","rapa"
"45",2,1,3,3,"PI 508429","South Korea","rapa"
"45",2,2,3,2,"PI 508429","South Korea","rapa"
"45",2,3,3,3,"PI 508429","South Korea","rapa"
"45",2,1,4,7,"PI 508429","South Korea","rapa"
"45",2,2,4,4,"PI 508429","South Korea","rapa"
"45",2,3,4,5,"PI 508429","South Korea","rapa"
"45",2,1,5,7,"PI 508429","South Korea","rapa"
"45",2,2,5,7,"PI 508429","South Korea","rapa"
"45",2,3,5,10,"PI 508429","South Korea","rapa"
"46",1,1,1,9,"PI 508427","South Korea","rapa"
"46",1,2,1,10,"PI 508427","South Korea","rapa"
"46",1,3,1,9,"PI 508427","South Korea","rapa"
"46",1,1,2,10,"PI 508427","South Korea","rapa"
"46",1,2,2,10,"PI 508427","South Korea","rapa"
"46",1,3,2,10,"PI 508427","South Korea","rapa"
"46",2,1,3,3,"PI 508427","South Korea","rapa"
"46",2,2,3,3,"PI 508427","South Korea","rapa"
"46",2,3,3,5,"PI 508427","South Korea","rapa"
"46",2,1,4,4,"PI 508427","South Korea","rapa"
"46",2,2,4,6,"PI 508427","South Korea","rapa"
"46",2,3,4,9,"PI 508427","South Korea","rapa"
"46",2,1,5,7,"PI 508427","South Korea","rapa"
"46",2,2,5,10,"PI 508427","South Korea","rapa"
"46",2,3,5,10,"PI 508427","South Korea","rapa"
"47",1,1,1,7,"PI 508416","South Korea","rapa"
"47",1,2,1,10,"PI 508416","South Korea","rapa"
"47",1,3,1,6,"PI 508416","South Korea","rapa"
"47",1,1,2,10,"PI 508416","South Korea","rapa"
"47",1,2,2,10,"PI 508416","South Korea","rapa"
"47",1,3,2,8,"PI 508416","South Korea","rapa"
"47",2,1,3,2,"PI 508416","South Korea","rapa"
"47",2,2,3,4,"PI 508416","South Korea","rapa"
"47",2,3,3,4,"PI 508416","South Korea","rapa"
"47",2,1,4,6,"PI 508416","South Korea","rapa"
"47",2,2,4,4,"PI 508416","South Korea","rapa"
"47",2,3,4,5,"PI 508416","South Korea","rapa"
"47",2,1,5,7,"PI 508416","South Korea","rapa"
"47",2,2,5,7,"PI 508416","South Korea","rapa"
"47",2,3,5,8,"PI 508416","South Korea","rapa"
"48",1,1,1,7,"PI 508428","South Korea","rapa"
"48",1,2,1,7,"PI 508428","South Korea","rapa"
"48",1,3,1,5,"PI 508428","South Korea","rapa"
"48",1,1,2,10,"PI 508428","South Korea","rapa"
"48",1,2,2,10,"PI 508428","South Korea","rapa"
"48",1,3,2,10,"PI 508428","South Korea","rapa"
"48",2,1,3,4,"PI 508428","South Korea","rapa"
"48",2,2,3,3,"PI 508428","South Korea","rapa"
"48",2,3,3,3,"PI 508428","South Korea","rapa"
"48",2,1,4,6,"PI 508428","South Korea","rapa"
"48",2,2,4,5,"PI 508428","South Korea","rapa"
"48",2,3,4,5,"PI 508428","South Korea","rapa"
"48",2,1,5,8,"PI 508428","South Korea","rapa"
"48",2,2,5,8,"PI 508428","South Korea","rapa"
"48",2,3,5,8,"PI 508428","South Korea","rapa"
"49",1,1,1,6,"PI 508425","South Korea","rapa"
"49",1,2,1,8,"PI 508425","South Korea","rapa"
"49",1,3,1,7,"PI 508425","South Korea","rapa"
"49",1,1,2,9,"PI 508425","South Korea","rapa"
"49",1,2,2,10,"PI 508425","South Korea","rapa"
"49",1,3,2,9,"PI 508425","South Korea","rapa"
"49",2,1,3,4,"PI 508425","South Korea","rapa"
"49",2,2,3,2,"PI 508425","South Korea","rapa"
"49",2,3,3,5,"PI 508425","South Korea","rapa"
"49",2,1,4,5,"PI 508425","South Korea","rapa"
"49",2,2,4,4,"PI 508425","South Korea","rapa"
"49",2,3,4,5,"PI 508425","South Korea","rapa"
"49",2,1,5,8,"PI 508425","South Korea","rapa"
"49",2,2,5,6,"PI 508425","South Korea","rapa"
"49",2,3,5,9,"PI 508425","South Korea","rapa"
"50",1,1,1,8,"PI 508424","South Korea","rapa"
"50",1,2,1,8,"PI 508424","South Korea","rapa"
"50",1,3,1,6,"PI 508424","South Korea","rapa"
"50",1,1,2,10,"PI 508424","South Korea","rapa"
"50",1,2,2,10,"PI 508424","South Korea","rapa"
"50",1,3,2,9,"PI 508424","South Korea","rapa"
"50",2,1,3,2,"PI 508424","South Korea","rapa"
"50",2,2,3,3,"PI 508424","South Korea","rapa"
"50",2,3,3,4,"PI 508424","South Korea","rapa"
"50",2,1,4,3,"PI 508424","South Korea","rapa"
"50",2,2,4,6,"PI 508424","South Korea","rapa"
"50",2,3,4,5,"PI 508424","South Korea","rapa"
"50",2,1,5,6,"PI 508424","South Korea","rapa"
"50",2,2,5,10,"PI 508424","South Korea","rapa"
"50",2,3,5,10,"PI 508424","South Korea","rapa"
"51",1,1,1,7,"PI 508420","South Korea","rapa"
"51",1,2,1,9,"PI 508420","South Korea","rapa"
"51",1,3,1,6,"PI 508420","South Korea","rapa"
"51",1,1,2,10,"PI 508420","South Korea","rapa"
"51",1,2,2,10,"PI 508420","South Korea","rapa"
"51",1,3,2,9,"PI 508420","South Korea","rapa"
"51",2,1,3,3,"PI 508420","South Korea","rapa"
"51",2,2,3,3,"PI 508420","South Korea","rapa"
"51",2,3,3,2,"PI 508420","South Korea","rapa"
"51",2,1,4,5,"PI 508420","South Korea","rapa"
"51",2,2,4,5,"PI 508420","South Korea","rapa"
"51",2,3,4,4,"PI 508420","South Korea","rapa"
"51",2,1,5,6,"PI 508420","South Korea","rapa"
"51",2,2,5,6,"PI 508420","South Korea","rapa"
"51",2,3,5,8,"PI 508420","South Korea","rapa"
"52",1,1,1,7,"PI 508417","South Korea","rapa"
"52",1,2,1,4,"PI 508417","South Korea","rapa"
"52",1,3,1,7,"PI 508417","South Korea","rapa"
"52",1,1,2,10,"PI 508417","South Korea","rapa"
"52",1,2,2,8,"PI 508417","South Korea","rapa"
"52",1,3,2,8,"PI 508417","South Korea","rapa"
"52",2,1,3,3,"PI 508417","South Korea","rapa"
"52",2,2,3,2,"PI 508417","South Korea","rapa"
"52",2,3,3,2,"PI 508417","South Korea","rapa"
"52",2,1,4,5,"PI 508417","South Korea","rapa"
"52",2,2,4,6,"PI 508417","South Korea","rapa"
"52",2,3,4,2,"PI 508417","South Korea","rapa"
"52",2,1,5,7,"PI 508417","South Korea","rapa"
"52",2,2,5,6,"PI 508417","South Korea","rapa"
"52",2,3,5,3,"PI 508417","South Korea","rapa"
"53",1,1,1,8,"PI 508422","South Korea","rapa"
"53",1,2,1,7,"PI 508422","South Korea","rapa"
"53",1,3,1,5,"PI 508422","South Korea","rapa"
"53",1,1,2,9,"PI 508422","South Korea","rapa"
"53",1,2,2,9,"PI 508422","South Korea","rapa"
"53",1,3,2,10,"PI 508422","South Korea","rapa"
"53",2,1,3,2,"PI 508422","South Korea","rapa"
"53",2,2,3,3,"PI 508422","South Korea","rapa"
"53",2,3,3,3,"PI 508422","South Korea","rapa"
"53",2,1,4,4,"PI 508422","South Korea","rapa"
"53",2,2,4,6,"PI 508422","South Korea","rapa"
"53",2,3,4,5,"PI 508422","South Korea","rapa"
"53",2,1,5,6,"PI 508422","South Korea","rapa"
"53",2,2,5,6,"PI 508422","South Korea","rapa"
"53",2,3,5,10,"PI 508422","South Korea","rapa"
"54",1,1,1,8,"PI 508430","South Korea","rapa"
"54",1,2,1,10,"PI 508430","South Korea","rapa"
"54",1,3,1,5,"PI 508430","South Korea","rapa"
"54",1,1,2,8,"PI 508430","South Korea","rapa"
"54",1,2,2,10,"PI 508430","South Korea","rapa"
"54",1,3,2,8,"PI 508430","South Korea","rapa"
"54",2,1,3,3,"PI 508430","South Korea","rapa"
"54",2,2,3,3,"PI 508430","South Korea","rapa"
"54",2,3,3,3,"PI 508430","South Korea","rapa"
"54",2,1,4,6,"PI 508430","South Korea","rapa"
"54",2,2,4,5,"PI 508430","South Korea","rapa"
"54",2,3,4,4,"PI 508430","South Korea","rapa"
"54",2,1,5,9,"PI 508430","South Korea","rapa"
"54",2,2,5,9,"PI 508430","South Korea","rapa"
"54",2,3,5,5,"PI 508430","South Korea","rapa"
"55",1,1,1,5,"PI 687129","United States","oleracea"
"55",1,2,1,5,"PI 687129","United States","oleracea"
"55",1,3,1,5,"PI 687129","United States","oleracea"
"55",1,1,2,5,"PI 687129","United States","oleracea"
"55",1,2,2,7,"PI 687129","United States","oleracea"
"55",1,3,2,5,"PI 687129","United States","oleracea"
"55",2,1,3,2,"PI 687129","United States","oleracea"
"55",2,2,3,2,"PI 687129","United States","oleracea"
"55",2,3,3,2,"PI 687129","United States","oleracea"
"55",2,1,4,4,"PI 687129","United States","oleracea"
"55",2,2,4,3,"PI 687129","United States","oleracea"
"55",2,3,4,3,"PI 687129","United States","oleracea"
"55",2,1,5,5,"PI 687129","United States","oleracea"
"55",2,2,5,4,"PI 687129","United States","oleracea"
"55",2,3,5,2,"PI 687129","United States","oleracea"
"56",1,1,1,5,"PI 662840","Portugal","oleracea"
"56",1,2,1,5,"PI 662840","Portugal","oleracea"
"56",1,3,1,4,"PI 662840","Portugal","oleracea"
"56",1,1,2,7,"PI 662840","Portugal","oleracea"
"56",1,2,2,5,"PI 662840","Portugal","oleracea"
"56",1,3,2,6,"PI 662840","Portugal","oleracea"
"56",2,1,3,1,"PI 662840","Portugal","oleracea"
"56",2,2,3,1,"PI 662840","Portugal","oleracea"
"56",2,3,3,2,"PI 662840","Portugal","oleracea"
"56",2,1,4,4,"PI 662840","Portugal","oleracea"
"56",2,2,4,4,"PI 662840","Portugal","oleracea"
"56",2,3,4,3,"PI 662840","Portugal","oleracea"
"56",2,1,5,6,"PI 662840","Portugal","oleracea"
"56",2,2,5,4,"PI 662840","Portugal","oleracea"
"56",2,3,5,5,"PI 662840","Portugal","oleracea"
"57",1,1,1,6,"PI 662586","Spain","oleracea"
"57",1,2,1,3,"PI 662586","Spain","oleracea"
"57",1,3,1,2,"PI 662586","Spain","oleracea"
"57",1,1,2,3,"PI 662586","Spain","oleracea"
"57",1,2,2,4,"PI 662586","Spain","oleracea"
"57",1,3,2,5,"PI 662586","Spain","oleracea"
"57",2,1,3,1,"PI 662586","Spain","oleracea"
"57",2,2,3,2,"PI 662586","Spain","oleracea"
"57",2,3,3,3,"PI 662586","Spain","oleracea"
"57",2,1,4,4,"PI 662586","Spain","oleracea"
"57",2,2,4,2,"PI 662586","Spain","oleracea"
"57",2,3,4,4,"PI 662586","Spain","oleracea"
"57",2,1,5,5,"PI 662586","Spain","oleracea"
"57",2,2,5,3,"PI 662586","Spain","oleracea"
"57",2,3,5,6,"PI 662586","Spain","oleracea"
"58",1,1,1,2,"PI 662667","United Kingdom","oleracea"
"58",1,2,1,3,"PI 662667","United Kingdom","oleracea"
"58",1,3,1,3,"PI 662667","United Kingdom","oleracea"
"58",1,1,2,3,"PI 662667","United Kingdom","oleracea"
"58",1,2,2,2,"PI 662667","United Kingdom","oleracea"
"58",1,3,2,4,"PI 662667","United Kingdom","oleracea"
"58",2,1,3,1,"PI 662667","United Kingdom","oleracea"
"58",2,2,3,4,"PI 662667","United Kingdom","oleracea"
"58",2,3,3,2,"PI 662667","United Kingdom","oleracea"
"58",2,1,4,4,"PI 662667","United Kingdom","oleracea"
"58",2,2,4,4,"PI 662667","United Kingdom","oleracea"
"58",2,3,4,4,"PI 662667","United Kingdom","oleracea"
"58",2,1,5,5,"PI 662667","United Kingdom","oleracea"
"58",2,2,5,6,"PI 662667","United Kingdom","oleracea"
"58",2,3,5,4,"PI 662667","United Kingdom","oleracea"
"59",1,1,1,NA,"PI 320915","Hungary","oleracea"
"59",1,2,1,NA,"PI 320915","Hungary","oleracea"
"59",1,3,1,NA,"PI 320915","Hungary","oleracea"
"59",1,1,2,NA,"PI 320915","Hungary","oleracea"
"59",1,2,2,NA,"PI 320915","Hungary","oleracea"
"59",1,3,2,NA,"PI 320915","Hungary","oleracea"
"59",2,1,3,NA,"PI 320915","Hungary","oleracea"
"59",2,2,3,3,"PI 320915","Hungary","oleracea"
"59",2,3,3,4,"PI 320915","Hungary","oleracea"
"59",2,1,4,NA,"PI 320915","Hungary","oleracea"
"59",2,2,4,5,"PI 320915","Hungary","oleracea"
"59",2,3,4,7,"PI 320915","Hungary","oleracea"
"59",2,1,5,NA,"PI 320915","Hungary","oleracea"
"59",2,2,5,7,"PI 320915","Hungary","oleracea"
"59",2,3,5,7,"PI 320915","Hungary","oleracea"
"60",1,1,1,6,"PI 169054","Turkey","oleracea"
"60",1,2,1,4,"PI 169054","Turkey","oleracea"
"60",1,3,1,5,"PI 169054","Turkey","oleracea"
"60",1,1,2,5,"PI 169054","Turkey","oleracea"
"60",1,2,2,4,"PI 169054","Turkey","oleracea"
"60",1,3,2,7,"PI 169054","Turkey","oleracea"
"60",2,1,3,2,"PI 169054","Turkey","oleracea"
"60",2,2,3,2,"PI 169054","Turkey","oleracea"
"60",2,3,3,2,"PI 169054","Turkey","oleracea"
"60",2,1,4,4,"PI 169054","Turkey","oleracea"
"60",2,2,4,4,"PI 169054","Turkey","oleracea"
"60",2,3,4,2,"PI 169054","Turkey","oleracea"
"60",2,1,5,7,"PI 169054","Turkey","oleracea"
"60",2,2,5,5,"PI 169054","Turkey","oleracea"
"60",2,3,5,4,"PI 169054","Turkey","oleracea"
"61",1,1,1,5,"PI 171533","Turkey","oleracea"
"61",1,2,1,5,"PI 171533","Turkey","oleracea"
"61",1,3,1,5,"PI 171533","Turkey","oleracea"
"61",1,1,2,9,"PI 171533","Turkey","oleracea"
"61",1,2,2,6,"PI 171533","Turkey","oleracea"
"61",1,3,2,5,"PI 171533","Turkey","oleracea"
"61",2,1,3,2,"PI 171533","Turkey","oleracea"
"61",2,2,3,1,"PI 171533","Turkey","oleracea"
"61",2,3,3,NA,"PI 171533","Turkey","oleracea"
"61",2,1,4,4,"PI 171533","Turkey","oleracea"
"61",2,2,4,4,"PI 171533","Turkey","oleracea"
"61",2,3,4,NA,"PI 171533","Turkey","oleracea"
"61",2,1,5,5,"PI 171533","Turkey","oleracea"
"61",2,2,5,4,"PI 171533","Turkey","oleracea"
"61",2,3,5,NA,"PI 171533","Turkey","oleracea"
"62",1,1,1,5,"PI 143351","Iran","oleracea"
"62",1,2,1,4,"PI 143351","Iran","oleracea"
"62",1,3,1,2,"PI 143351","Iran","oleracea"
"62",1,1,2,5,"PI 143351","Iran","oleracea"
"62",1,2,2,6,"PI 143351","Iran","oleracea"
"62",1,3,2,3,"PI 143351","Iran","oleracea"
"62",2,1,3,2,"PI 143351","Iran","oleracea"
"62",2,2,3,1,"PI 143351","Iran","oleracea"
"62",2,3,3,2,"PI 143351","Iran","oleracea"
"62",2,1,4,3,"PI 143351","Iran","oleracea"
"62",2,2,4,4,"PI 143351","Iran","oleracea"
"62",2,3,4,3,"PI 143351","Iran","oleracea"
"62",2,1,5,3,"PI 143351","Iran","oleracea"
"62",2,2,5,4,"PI 143351","Iran","oleracea"
"62",2,3,5,4,"PI 143351","Iran","oleracea"
"63",1,1,1,7,"PI 143358","Iran","oleracea"
"63",1,2,1,2,"PI 143358","Iran","oleracea"
"63",1,3,1,5,"PI 143358","Iran","oleracea"
"63",1,1,2,4,"PI 143358","Iran","oleracea"
"63",1,2,2,3,"PI 143358","Iran","oleracea"
"63",1,3,2,4,"PI 143358","Iran","oleracea"
"63",2,1,3,2,"PI 143358","Iran","oleracea"
"63",2,2,3,2,"PI 143358","Iran","oleracea"
"63",2,3,3,2,"PI 143358","Iran","oleracea"
"63",2,1,4,3,"PI 143358","Iran","oleracea"
"63",2,2,4,4,"PI 143358","Iran","oleracea"
"63",2,3,4,3,"PI 143358","Iran","oleracea"
"63",2,1,5,4,"PI 143358","Iran","oleracea"
"63",2,2,5,4,"PI 143358","Iran","oleracea"
"63",2,3,5,3,"PI 143358","Iran","oleracea"
"64",1,1,1,7,"PI 141572","Iran","oleracea"
"64",1,2,1,7,"PI 141572","Iran","oleracea"
"64",1,3,1,2,"PI 141572","Iran","oleracea"
"64",1,1,2,7,"PI 141572","Iran","oleracea"
"64",1,2,2,7,"PI 141572","Iran","oleracea"
"64",1,3,2,4,"PI 141572","Iran","oleracea"
"64",2,1,3,3,"PI 141572","Iran","oleracea"
"64",2,2,3,2,"PI 141572","Iran","oleracea"
"64",2,3,3,3,"PI 141572","Iran","oleracea"
"64",2,1,4,5,"PI 141572","Iran","oleracea"
"64",2,2,4,4,"PI 141572","Iran","oleracea"
"64",2,3,4,4,"PI 141572","Iran","oleracea"
"64",2,1,5,5,"PI 141572","Iran","oleracea"
"64",2,2,5,6,"PI 141572","Iran","oleracea"
"64",2,3,5,5,"PI 141572","Iran","oleracea"
"65",1,1,1,6,"PI 441511","Brazil","oleracea"
"65",1,2,1,5,"PI 441511","Brazil","oleracea"
"65",1,3,1,6,"PI 441511","Brazil","oleracea"
"65",1,1,2,4,"PI 441511","Brazil","oleracea"
"65",1,2,2,7,"PI 441511","Brazil","oleracea"
"65",1,3,2,6,"PI 441511","Brazil","oleracea"
"65",2,1,3,2,"PI 441511","Brazil","oleracea"
"65",2,2,3,3,"PI 441511","Brazil","oleracea"
"65",2,3,3,2,"PI 441511","Brazil","oleracea"
"65",2,1,4,4,"PI 441511","Brazil","oleracea"
"65",2,2,4,3,"PI 441511","Brazil","oleracea"
"65",2,3,4,4,"PI 441511","Brazil","oleracea"
"65",2,1,5,5,"PI 441511","Brazil","oleracea"
"65",2,2,5,7,"PI 441511","Brazil","oleracea"
"65",2,3,5,4,"PI 441511","Brazil","oleracea"
"66",1,1,1,2,"PI 687080","Taiwan","oleracea"
"66",1,2,1,10,"PI 687080","Taiwan","oleracea"
"66",1,3,1,4,"PI 687080","Taiwan","oleracea"
"66",1,1,2,5,"PI 687080","Taiwan","oleracea"
"66",1,2,2,10,"PI 687080","Taiwan","oleracea"
"66",1,3,2,6,"PI 687080","Taiwan","oleracea"
"66",2,1,3,2,"PI 687080","Taiwan","oleracea"
"66",2,2,3,3,"PI 687080","Taiwan","oleracea"
"66",2,3,3,1,"PI 687080","Taiwan","oleracea"
"66",2,1,4,4,"PI 687080","Taiwan","oleracea"
"66",2,2,4,5,"PI 687080","Taiwan","oleracea"
"66",2,3,4,3,"PI 687080","Taiwan","oleracea"
"66",2,1,5,4,"PI 687080","Taiwan","oleracea"
"66",2,2,5,6,"PI 687080","Taiwan","oleracea"
"66",2,3,5,4,"PI 687080","Taiwan","oleracea"
"67",1,1,1,5,"PI 662561","Netherlands","oleracea"
"67",1,2,1,6,"PI 662561","Netherlands","oleracea"
"67",1,3,1,7,"PI 662561","Netherlands","oleracea"
"67",1,1,2,4,"PI 662561","Netherlands","oleracea"
"67",1,2,2,5,"PI 662561","Netherlands","oleracea"
"67",1,3,2,7,"PI 662561","Netherlands","oleracea"
"67",2,1,3,1,"PI 662561","Netherlands","oleracea"
"67",2,2,3,3,"PI 662561","Netherlands","oleracea"
"67",2,3,3,3,"PI 662561","Netherlands","oleracea"
"67",2,1,4,5,"PI 662561","Netherlands","oleracea"
"67",2,2,4,5,"PI 662561","Netherlands","oleracea"
"67",2,3,4,4,"PI 662561","Netherlands","oleracea"
"67",2,1,5,6,"PI 662561","Netherlands","oleracea"
"67",2,2,5,6,"PI 662561","Netherlands","oleracea"
"67",2,3,5,7,"PI 662561","Netherlands","oleracea"
"68",1,1,1,7,"PI 662538","Yemen","oleracea"
"68",1,2,1,3,"PI 662538","Yemen","oleracea"
"68",1,3,1,5,"PI 662538","Yemen","oleracea"
"68",1,1,2,7,"PI 662538","Yemen","oleracea"
"68",1,2,2,6,"PI 662538","Yemen","oleracea"
